"created_at","Product","Cost","Home","Bill_Item","Bills","Payoff","Entertainment","Ciger","Groceries","Mortgage","Petrol","Food","Driving","Toll","Total_Expenses"
"01/11/2014","lia",25,0,"nill",0,0,0,20,0,0,0,0,0,0,45
"02/11/2014","Bunnings",0,86.71,"Mobile",121.58,0,0,0,80,0,0,0,0,0,288.29
"03/11/2014","coffee machine",0,72,"Health INSU",52,0,0,0,0,791,0,24,0,6.29,945.29
"04/11/2014","milk frother",0,29,"nill",0,0,0,0,35,0,88,24,0,6.29,182.29
"05/11/2014","lia shopping",160,0,"nill",0,0,0,0,0,0,0,17,0,6.29,183.29
"06/11/2014","me hnm",110,0,"lawn",35,0,48,0,0,0,0,17,0,12.58,222.58
"07/11/2014","nill",0,0,"nill",0,0,0,0,0,0,0,17,0,6.29,23.29
"08/11/2014","Lia Lase",250,0,"nill",0,0,38,0,0,0,0,0,0,12,300
"09/11/2014","IKEA",0,1200,"nill",0,0,0,0,57,0,0,0,0,0,1257
"10/11/2014","NRMA",0,0,"nill",0,0,0,0,0,791,0,20,108.2,12.58,931.78
"11/11/2014","RegoCTP",0,0,"Food",40,0,0,0,0,0,0,24,1000.64,6.29,1070.93
"12/11/2014","nill",0,0,"nill",0,0,0,0,0,0,0,17,0,6.29,23.29
"13/11/2014","nill",0,0,"nill",0,0,0,12.99,0,0,0,17,0,6.29,36.28
"14/11/2014","nill",0,0,"nill",0,0,0,0,0,0,0,17,1.36,6.29,24.65
"15/11/2014","lia eye",10,0,"nill",0,0,65.6,0,0,0,103.37,0,0,0,178.97
"16/11/2014","nill",0,0,"nill",0,0,0,0,88,0,0,0,0,0,88
"17/11/2014","nill",0,0,"Telstra",23,0,91,0,0,791,0,17,21,25,968
"18/11/2014","nill",0,0,"nill",0,0,0,0,0,0,0,17,0,6.29,23.29
"19/11/2014","Kaka",63,0,"nill",0,0,0,0,23,0,0,0,0,20,106
"20/11/2014","nill",0,0,"Lawn",35,500,0,0,0,0,0,24,0,25,584
"21/11/2014","nill",0,0,"nill",0,0,0,0,0,0,0,0,0,0,0
"22/11/2014","hair cut",29,0,"nill",0,0,0,0,0,0,0,0,0,0,0
"23/11/2014","lia med",15,0,"nill",0,0,0,0,0,0,0,0,0,0,15
"24/11/2014","lia",50,0,"Internet",99.95,0,0,0,72.26,791,0,13,0,6.29,1032.5
"25/11/2014","Movie",0,0,"Health INSU",75.6,0,26,0,0,0,103.7,24,0,6.29,235.59
"26/11/2014","AAMI Comp Insu",0,0,"nill",0,0,0,0,0,0,0,24,840,6.29,870.29
"27/11/2014","nill",0,0,"Rates",371,0,48,0,0,0,0,24,0,6.29,449.29
"28/11/2014","deck color n etc",0,200,"Wealth Pkg",397,0,0,102,0,0,0,24,0,6.29,729.29
"29/11/2014","nill",0,0,"nill",0,0,64,0,0,0,0,0,0,0,64
"30/11/2014","nill",0,0,"nill",0,0,0,0,0,0,0,0,0,0,0
